timestamp,telemetria
22/05/2025 16:54:34,8AA68EA66062E0A6A664626862E103F020110182433210060000CEFF000008F200008882010400002C0100001C0000000000000000000000
22/05/2025 16:53:34,8AA68EA66062E0A6A664626862E103F01F1101834332A9E7632200000000000000000000F78F0500000000000000000021000000000000000100000063220000
22/05/2025 16:53:34,8AA68EA66062E0A6A664626862E103F01E1101824332D4050000CEFF000008F200008882FF0300002C0100001C0000000000000000000000
21/05/2025 17:51:08,8AA68EA66062E0A6A664626862E103F022110182433253060000BAFF000008F2000088826B02000094010000510000000000000000000000
21/05/2025 17:50:08,8AA68EA66062E0A6A664626862E103F0211101834332A9E75B2200000000000000000000648E050000000000000000002100000000000000010000005B220000
21/05/2025 17:50:08,8AA68EA66062E0A6A664626862E103F020110182433217060000B7FF000008F2000088826902000094010000510000000000000000000000
21/05/2025 17:48:55,00A6169B6C1E9A7C6BF9
21/05/2025 06:15:44,8AA68EA66062E0A6A664626862E103F0AB1101834332A9E7592200000000000000000000BA8D0500000000000000000021000000000000000100000059220000
21/05/2025 06:11:43,8AA68EA66062E0A6A664626862E103F0A31101834332A9E7592200000000000000000000BA8D0500000000000000000021000000000000000100000059220000
21/05/2025 04:43:37,8AA68EA66062E0A6A664626862E103F0F31101834332A9E7592200000000000000000000BA8D0500000000000000000021000000000000000100000059220000
21/05/2025 04:40:24,D81DB8A9431F981B5A95A979
20/05/2025 17:15:21,8AA68EA66062E0A6A664626862E103F0251101834332A9E75622000000000000000000003B8D0500000000000000000021000000000000000100000056220000
20/05/2025 17:15:21,8AA68EA66062E0A6A664626862E103F0241101824332B5060000CBFF000008F2000088827A040000F60000003E0000000000000000000000
20/05/2025 17:14:21,8AA68EA66062E0A6A664626862E103F0231101834332A9E75622000000000000000000003B8D0500000000000000000021000000000000000100000056220000
20/05/2025 17:14:21,8AA68EA66062E0A6A664626862E103F022110182433279060000CBFF000008F20000888278040000F60000003E0000000000000000000000
20/05/2025 17:13:21,8AA68EA66062E0A6A664626862E103F0211101834332A9E75622000000000000000000003B8D0500000000000000000021000000000000000100000056220000
20/05/2025 17:13:21,8AA68EA66062E0A6A664626862E103F02011018243323D060000C9FF000008F20000888276040000F60000003E0000000000000000000000
20/05/2025 17:10:22,E024CD
19/05/2025 18:08:53,8AA68EA66062E0A6A664626862E103F0C41101824332C51B0000BAFF000008F200008882B3080000B9020000690000000000000000000000
19/05/2025 16:41:39,6066C235C0D80837A8
19/05/2025 16:37:37,8AA68EA66062E0A6A664626862E103F0211101834332A9E7502200000000000000000000E28B0500000000000000000021000000000000000100000050220000
19/05/2025 16:37:37,8AA68EA66062E0A6A664626862E103F020110182433267060000C4FF000008F200008882F8060000A70100000A0000000000000000000000
19/05/2025 16:35:37,8AA68EA66062E0A6A664626862E103F01D1101834332A9E7502200000000000000000000E28B0500000000000000000021000000000000000100000050220000
19/05/2025 10:11:22,8AA68EA66062E0A6A664626862E103F0421101824332B8270000DDFF000008F200008882610300005A010000310000000000000000000000
19/05/2025 10:09:37,8AA68EA66062E0A6A664626862E103F0491101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:09:37,8AA68EA66062E0A6A664626862E103F04811018243326D280000D6FF000008F200008882670300005A010000310000000000000000000000
19/05/2025 10:09:25,8AA68EA66062E0A6A664626862E103F0471101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:09:25,8AA68EA66062E0A6A664626862E103F046110182433230280000DBFF000008F200008882650300005A010000310000000000000000000000
19/05/2025 10:09:13,8AA68EA66062E0A6A664626862E103F0451101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:09:13,8AA68EA66062E0A6A664626862E103F0441101824332F4270000D8FF000008F200008882630300005A010000310000000000000000000000
19/05/2025 10:09:01,8AA68EA66062E0A6A664626862E103F0421101824332B8270000DDFF000008F200008882610300005A010000310000000000000000000000
19/05/2025 10:07:56,8AA68EA66062E0A6A664626862E103F0421101824332B8270000DDFF000008F200008882610300005A010000310000000000000000000000
19/05/2025 10:06:49,8AA68EA66062E0A6A664626862E103F0471101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:06:49,8AA68EA66062E0A6A664626862E103F046110182433230280000DBFF000008F200008882650300005A010000310000000000000000000000
19/05/2025 10:06:37,8AA68EA66062E0A6A664626862E103F0451101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:06:37,8AA68EA66062E0A6A664626862E103F0441101824332F4270000D8FF000008F200008882630300005A010000310000000000000000000000
19/05/2025 10:06:25,8AA68EA66062E0A6A664626862E103F0421101824332B8270000DDFF000008F200008882610300005A010000310000000000000000000000
19/05/2025 10:05:10,8AA68EA66062E0A6A664626862E103F0491101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:05:10,8AA68EA66062E0A6A664626862E103F04811018243326D280000D6FF000008F200008882670300005A010000310000000000000000000000
19/05/2025 10:04:58,8AA68EA66062E0A6A664626862E103F0471101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:04:58,8AA68EA66062E0A6A664626862E103F046110182433230280000DBFF000008F200008882650300005A010000310000000000000000000000
19/05/2025 10:04:46,8AA68EA66062E0A6A664626862E103F0451101834332A9E74E22000000000000000000005D8B050000000000000000002100000000000000010000004E220000
19/05/2025 10:04:46,8AA68EA66062E0A6A664626862E103F0441101824332F4270000D8FF000008F200008882630300005A010000310000000000000000000000
